AAPL200925C00057500,2020-09-23 2:25PM EDT,57.5,49.9,0.0,0.0,0.0,-,7,0,0.00%,AAPL,call
AAPL200925C00058750,2020-09-23 10:23AM EDT,58.75,51.55,0.0,0.0,0.0,-,1,0,0.00%,AAPL,call
AAPL200925C00060000,2020-09-23 3:48PM EDT,60.0,47.25,0.0,0.0,0.0,-,29,0,0.00%,AAPL,call
AAPL200925C00061250,2020-09-23 1:30PM EDT,61.25,48.1,0.0,0.0,0.0,-,43,0,0.00%,AAPL,call
AAPL200925C00062500,2020-09-22 2:29PM EDT,62.5,48.35,0.0,0.0,0.0,-,2,0,0.00%,AAPL,call
AAPL200925C00063750,2020-09-21 3:23PM EDT,63.75,44.8,0.0,0.0,0.0,-,3,0,0.00%,AAPL,call
AAPL200925C00065000,2020-09-23 12:30PM EDT,65.0,44.5,0.0,0.0,0.0,-,98,0,0.00%,AAPL,call
AAPL200925C00066250,2020-09-18 12:48PM EDT,66.25,40.65,0.0,0.0,0.0,-,10,0,0.00%,AAPL,call
AAPL200925C00067500,2020-09-21 3:30PM EDT,67.5,41.1,0.0,0.0,0.0,-,18,0,0.00%,AAPL,call
AAPL200925C00068750,2020-09-22 3:49PM EDT,68.75,43.45,0.0,0.0,0.0,-,1,0,0.00%,AAPL,call
AAPL200925C00070000,2020-09-23 1:53PM EDT,70.0,38.55,0.0,0.0,0.0,-,50,0,0.00%,AAPL,call
AAPL200925C00071250,2020-09-22 9:58AM EDT,71.25,40.12,0.0,0.0,0.0,-,2,0,0.00%,AAPL,call
AAPL200925C00072500,2020-09-21 10:46AM EDT,72.5,35.8,0.0,0.0,0.0,-,4,0,0.00%,AAPL,call
AAPL200925C00073750,2020-09-21 3:49PM EDT,73.75,37.53,0.0,0.0,0.0,-,1,0,0.00%,AAPL,call
AAPL200925C00075000,2020-09-21 3:59PM EDT,75.0,32.05,0.0,0.0,0.0,-,5,0,0.00%,AAPL,call
AAPL200925C00076250,2020-09-23 3:48PM EDT,76.25,31.0,0.0,0.0,0.0,-,1,0,0.00%,AAPL,call
AAPL200925C00077500,2020-09-22 3:10PM EDT,77.5,34.27,0.0,0.0,0.0,-,1,0,0.00%,AAPL,call
AAPL200925C00078750,2020-09-23 12:44PM EDT,78.75,31.2,0.0,0.0,0.0,-,6,0,0.00%,AAPL,call
AAPL200925C00080000,2020-09-23 2:18PM EDT,80.0,28.24,0.0,0.0,0.0,-,2,0,0.00%,AAPL,call
AAPL200925C00081250,2020-09-21 9:47AM EDT,81.25,25.35,0.0,0.0,0.0,-,57,0,0.00%,AAPL,call
AAPL200925C00082500,2020-09-21 3:20PM EDT,82.5,25.95,0.0,0.0,0.0,-,53,0,0.00%,AAPL,call
AAPL200925C00083750,2020-09-22 12:25PM EDT,83.75,26.55,0.0,0.0,0.0,-,2,0,0.00%,AAPL,call
AAPL200925C00085000,2020-09-23 2:33PM EDT,85.0,23.2,0.0,0.0,0.0,-,3,0,0.00%,AAPL,call
AAPL200925C00086250,2020-09-23 2:15PM EDT,86.25,22.1,0.0,0.0,0.0,-,42,0,0.00%,AAPL,call
AAPL200925C00087500,2020-09-23 1:53PM EDT,87.5,21.1,0.0,0.0,0.0,-,57,0,0.00%,AAPL,call
AAPL200925C00088750,2020-09-23 3:59PM EDT,88.75,18.38,0.0,0.0,0.0,-,6,0,0.00%,AAPL,call
AAPL200925C00090000,2020-09-23 3:59PM EDT,90.0,17.19,0.0,0.0,0.0,-,140,0,0.00%,AAPL,call
AAPL200925C00091250,2020-09-23 3:55PM EDT,91.25,15.95,0.0,0.0,0.0,-,29,0,0.00%,AAPL,call
AAPL200925C00092500,2020-09-23 9:35AM EDT,92.5,18.95,0.0,0.0,0.0,-,9,0,0.00%,AAPL,call
AAPL200925C00093750,2020-09-23 1:58PM EDT,93.75,14.1,0.0,0.0,0.0,-,114,0,0.00%,AAPL,call
AAPL200925C00095000,2020-09-23 3:56PM EDT,95.0,12.2,0.0,0.0,0.0,-,195,0,0.00%,AAPL,call
AAPL200925C00096250,2020-09-23 3:37PM EDT,96.25,11.55,0.0,0.0,0.0,-,116,0,0.00%,AAPL,call
AAPL200925C00097500,2020-09-23 3:35PM EDT,97.5,10.25,0.0,0.0,0.0,-,395,0,0.00%,AAPL,call
AAPL200925C00098750,2020-09-23 3:59PM EDT,98.75,8.4,0.0,0.0,0.0,-,1222,0,0.00%,AAPL,call
AAPL200925C00100000,2020-09-23 3:59PM EDT,100.0,7.36,0.0,0.0,0.0,-,3399,0,0.00%,AAPL,call
AAPL200925C00101250,2020-09-23 3:57PM EDT,101.25,6.25,0.0,0.0,0.0,-,389,0,0.00%,AAPL,call
AAPL200925C00102500,2020-09-23 3:58PM EDT,102.5,5.15,0.0,0.0,0.0,-,1574,0,0.00%,AAPL,call
AAPL200925C00103750,2020-09-23 3:58PM EDT,103.75,4.19,0.0,0.0,0.0,-,1983,0,0.00%,AAPL,call
AAPL200925C00105000,2020-09-23 3:59PM EDT,105.0,3.22,0.0,0.0,0.0,-,8317,0,0.00%,AAPL,call
AAPL200925C00106250,2020-09-23 3:59PM EDT,106.25,2.52,0.0,0.0,0.0,-,5973,0,0.00%,AAPL,call
AAPL200925C00107500,2020-09-23 3:59PM EDT,107.5,1.73,0.0,0.0,0.0,-,24079,0,1.56%,AAPL,call
AAPL200925C00108750,2020-09-23 3:59PM EDT,108.75,1.24,0.0,0.0,0.0,-,39463,0,6.25%,AAPL,call
AAPL200925C00110000,2020-09-23 3:59PM EDT,110.0,0.78,0.0,0.0,0.0,-,84186,0,12.50%,AAPL,call
AAPL200925C00111250,2020-09-23 3:59PM EDT,111.25,0.47,0.0,0.0,0.0,-,68118,0,12.50%,AAPL,call
AAPL200925C00112500,2020-09-23 3:59PM EDT,112.5,0.24,0.0,0.0,0.0,-,71433,0,12.50%,AAPL,call
AAPL200925C00113750,2020-09-23 3:59PM EDT,113.75,0.14,0.0,0.0,0.0,-,27754,0,25.00%,AAPL,call
AAPL200925C00115000,2020-09-23 3:59PM EDT,115.0,0.08,0.0,0.0,0.0,-,75709,0,25.00%,AAPL,call
AAPL200925C00116250,2020-09-23 3:59PM EDT,116.25,0.05,0.0,0.0,0.0,-,17636,0,25.00%,AAPL,call
AAPL200925C00117500,2020-09-23 3:58PM EDT,117.5,0.04,0.0,0.0,0.0,-,21712,0,25.00%,AAPL,call
AAPL200925C00118750,2020-09-23 3:58PM EDT,118.75,0.03,0.0,0.0,0.0,-,14631,0,25.00%,AAPL,call
AAPL200925C00120000,2020-09-23 3:59PM EDT,120.0,0.02,0.0,0.0,0.0,-,22940,0,25.00%,AAPL,call
AAPL200925C00121250,2020-09-23 3:57PM EDT,121.25,0.02,0.0,0.0,0.0,-,4457,0,50.00%,AAPL,call
AAPL200925C00122500,2020-09-23 3:57PM EDT,122.5,0.02,0.0,0.0,0.0,-,3827,0,50.00%,AAPL,call
AAPL200925C00123750,2020-09-23 3:57PM EDT,123.75,0.01,0.0,0.0,0.0,-,2226,0,50.00%,AAPL,call
AAPL200925C00125000,2020-09-23 3:55PM EDT,125.0,0.02,0.0,0.0,0.0,-,7707,0,50.00%,AAPL,call
AAPL200925C00126250,2020-09-23 3:41PM EDT,126.25,0.02,0.0,0.0,0.0,-,998,0,50.00%,AAPL,call
AAPL200925C00127500,2020-09-23 3:57PM EDT,127.5,0.02,0.0,0.0,0.0,-,1076,0,50.00%,AAPL,call
AAPL200925C00128750,2020-09-23 3:41PM EDT,128.75,0.01,0.0,0.0,0.0,-,426,0,50.00%,AAPL,call
AAPL200925C00130000,2020-09-23 3:58PM EDT,130.0,0.01,0.0,0.0,0.0,-,2156,0,50.00%,AAPL,call
AAPL200925C00131250,2020-09-23 3:57PM EDT,131.25,0.01,0.0,0.0,0.0,-,488,0,50.00%,AAPL,call
AAPL200925C00132500,2020-09-23 2:26PM EDT,132.5,0.01,0.0,0.0,0.0,-,80,0,50.00%,AAPL,call
AAPL200925C00133750,2020-09-23 3:18PM EDT,133.75,0.01,0.0,0.0,0.0,-,324,0,50.00%,AAPL,call
AAPL200925C00135000,2020-09-23 2:53PM EDT,135.0,0.01,0.0,0.0,0.0,-,1650,0,50.00%,AAPL,call
AAPL200925C00136250,2020-09-23 1:27PM EDT,136.25,0.01,0.0,0.0,0.0,-,62,0,50.00%,AAPL,call
AAPL200925C00137500,2020-09-23 2:44PM EDT,137.5,0.01,0.0,0.0,0.0,-,122,0,50.00%,AAPL,call
AAPL200925C00138750,2020-09-23 2:15PM EDT,138.75,0.01,0.0,0.0,0.0,-,17,0,50.00%,AAPL,call
AAPL200925C00140000,2020-09-23 3:40PM EDT,140.0,0.01,0.0,0.0,0.0,-,796,0,50.00%,AAPL,call
AAPL200925C00141250,2020-09-23 3:52PM EDT,141.25,0.01,0.0,0.0,0.0,-,2323,0,50.00%,AAPL,call
AAPL200925C00142500,2020-09-23 2:28PM EDT,142.5,0.01,0.0,0.0,0.0,-,2661,0,50.00%,AAPL,call
AAPL200925C00143750,2020-09-22 2:13PM EDT,143.75,0.01,0.0,0.0,0.0,-,132,0,50.00%,AAPL,call
AAPL200925C00145000,2020-09-23 3:52PM EDT,145.0,0.01,0.0,0.0,0.0,-,696,0,50.00%,AAPL,call
AAPL200925C00146000,2020-09-21 1:08PM EDT,146.0,0.01,0.0,0.0,0.0,-,10,0,50.00%,AAPL,call
AAPL200925C00147500,2020-09-23 3:52PM EDT,147.5,0.01,0.0,0.0,0.0,-,16,0,50.00%,AAPL,call
AAPL200925C00149000,2020-09-21 3:04PM EDT,149.0,0.01,0.0,0.0,0.0,-,6,0,50.00%,AAPL,call
AAPL200925C00150000,2020-09-23 2:22PM EDT,150.0,0.01,0.0,0.0,0.0,-,128,0,50.00%,AAPL,call
AAPL200925C00152500,2020-09-21 3:58PM EDT,152.5,0.01,0.0,0.0,0.0,-,26,0,50.00%,AAPL,call
AAPL200925C00155000,2020-09-23 11:56AM EDT,155.0,0.01,0.0,0.0,0.0,-,32,0,50.00%,AAPL,call
AAPL200925C00157500,2020-09-23 9:51AM EDT,157.5,0.01,0.0,0.0,0.0,-,2,0,50.00%,AAPL,call
AAPL200925C00160000,2020-09-23 10:24AM EDT,160.0,0.01,0.0,0.0,0.0,-,15,0,50.00%,AAPL,call
AAPL200925C00162500,2020-09-21 9:38AM EDT,162.5,0.01,0.0,0.0,0.0,-,5,0,50.00%,AAPL,call
AAPL200925C00165000,2020-09-23 10:27AM EDT,165.0,0.01,0.0,0.0,0.0,-,50,0,50.00%,AAPL,call
AAPL200925C00167500,2020-09-23 3:32PM EDT,167.5,0.01,0.0,0.0,0.0,-,1,0,50.00%,AAPL,call
AAPL200925C00170000,2020-09-23 3:32PM EDT,170.0,0.01,0.0,0.0,0.0,-,1,0,50.00%,AAPL,call
AAPL200925C00172500,2020-09-21 3:48PM EDT,172.5,0.01,0.0,0.0,0.0,-,8,0,50.00%,AAPL,call
AAPL200925C00175000,2020-09-18 1:01PM EDT,175.0,0.01,0.0,0.0,0.0,-,15,0,50.00%,AAPL,call
AAPL200925C00177500,2020-09-18 10:39AM EDT,177.5,0.01,0.01,0.0,0.0,-,3,0,218.75%,AAPL,call
AAPL200925C00180000,2020-09-23 10:25AM EDT,180.0,0.01,0.0,0.0,0.0,-,15,0,50.00%,AAPL,call
AAPL200925C00182500,2020-09-22 1:15PM EDT,182.5,0.01,0.0,0.0,0.0,-,2,0,50.00%,AAPL,call
AAPL200925C00185000,2020-09-16 10:12AM EDT,185.0,0.01,0.0,0.0,0.0,-,4,0,50.00%,AAPL,call
AAPL200925C00190000,2020-09-23 10:25AM EDT,190.0,0.01,0.0,0.0,0.0,-,10,0,50.00%,AAPL,call
AAPL200925C00195000,2020-09-23 10:23AM EDT,195.0,0.01,0.0,0.0,0.0,-,10,0,100.00%,AAPL,call
AAPL200925C00300000,2020-08-28 3:36PM EDT,300.0,202.6,197.4,201.7,0.45,+0.22%,1,2,0.00%,AAPL,call
AAPL200925C00305000,2020-08-25 2:32PM EDT,305.0,189.92,192.45,196.7,0.02,+0.01%,1,1,0.00%,AAPL,call
AAPL200925C00315000,2020-08-25 2:32PM EDT,315.0,179.92,182.5,186.95,0.02,+0.01%,-,-,0.00%,AAPL,call
AAPL200925C00335000,2020-08-26 9:42AM EDT,335.0,173.24,162.65,167.0,0.0,-,-,2,0.00%,AAPL,call
AAPL200925C00340000,2020-08-26 9:35AM EDT,340.0,166.24,157.7,162.15,0.01,+0.01%,-,2,0.00%,AAPL,call
AAPL200925C00345000,2020-08-17 12:10AM EDT,345.0,107.4,152.75,157.3,0.01,+0.01%,-,25,0.00%,AAPL,call
AAPL200925C00350000,2020-08-12 2:35PM EDT,350.0,104.08,147.85,152.15,0.02,+0.02%,50,0,0.00%,AAPL,call
AAPL200925C00360000,2020-08-12 2:35PM EDT,360.0,143.8,138.0,142.4,49.35,+52.25%,1,50,0.00%,AAPL,call
AAPL200925C00365000,2020-08-17 12:10AM EDT,365.0,92.0,134.45,135.85,0.0,-,-,26,0.00%,AAPL,call
AAPL200925C00370000,2020-08-24 12:39PM EDT,370.0,138.2,129.55,131.05,0.01,+0.01%,1,0,0.00%,AAPL,call
AAPL200925C00375000,2020-08-27 3:00PM EDT,375.0,129.22,124.7,126.1,-0.58,-0.45%,5,21,0.00%,AAPL,call
AAPL200925C00380000,2020-08-28 10:19AM EDT,380.0,124.15,119.85,121.25,2.95,+2.43%,6,0,0.00%,AAPL,call
AAPL200925C00385000,2020-08-28 3:54PM EDT,385.0,116.5,115.05,116.5,-3.21,-2.68%,4,5,0.00%,AAPL,call
AAPL200925C00390000,2020-08-28 2:47PM EDT,390.0,113.2,110.25,111.65,-0.8,-0.70%,1,8,0.00%,AAPL,call
AAPL200925C00395000,2020-08-27 1:46PM EDT,395.0,107.32,105.5,106.9,0.0,-,1,12,"7,662.50%",AAPL,call
AAPL200925C00400000,2020-08-27 1:48PM EDT,400.0,103.34,100.8,102.1,0.0,-,6,41,"5,923.05%",AAPL,call
AAPL200925C00405000,2020-08-28 9:59AM EDT,405.0,100.99,96.1,97.5,3.99,+4.11%,2,18,"5,256.25%",AAPL,call
AAPL200925C00410000,2020-08-27 12:32PM EDT,410.0,96.39,91.5,92.85,-0.31,-0.32%,1,24,"4,810.45%",AAPL,call
AAPL200925C00415000,2020-08-28 12:41PM EDT,415.0,90.28,86.95,88.2,-1.45,-1.58%,3,35,"4,467.97%",AAPL,call
AAPL200925C00420000,2020-08-26 12:58PM EDT,420.0,88.49,82.65,83.75,0.0,-,7,0,"4,197.46%",AAPL,call
AAPL200925C00425000,2020-08-28 3:46PM EDT,425.0,84.15,78.0,79.15,-0.7,-0.82%,25,50,"3,950.00%",AAPL,call
AAPL200925C00430000,2020-08-28 2:58PM EDT,430.0,74.48,73.9,74.8,-0.01,-0.01%,2,145,"3,749.32%",AAPL,call
AAPL200925C00435000,2020-08-28 12:34PM EDT,435.0,72.5,69.65,70.55,0.65,+0.90%,1,55,"3,565.33%",AAPL,call
AAPL200925C00440000,2020-08-28 3:31PM EDT,440.0,68.4,65.45,66.35,0.1,+0.15%,6,200,"3,397.31%",AAPL,call
AAPL200925C00445000,2020-08-28 2:50PM EDT,445.0,65.0,61.45,62.3,0.0,-,2,153,"3,246.78%",AAPL,call
AAPL200925C00450000,2020-08-28 3:51PM EDT,450.0,61.65,57.35,58.4,0.88,+1.45%,13,0,"3,105.18%",AAPL,call
AAPL200925C00455000,2020-08-28 3:47PM EDT,455.0,58.72,53.65,54.65,1.22,+2.12%,25,422,"2,979.49%",AAPL,call
AAPL200925C00460000,2020-08-28 3:40PM EDT,460.0,54.0,49.9,50.85,-1.1,-2.00%,46,0,"2,856.64%",AAPL,call
AAPL200925C00465000,2020-08-28 3:50PM EDT,465.0,47.85,46.4,47.3,-0.2,-0.42%,9,319,"2,745.70%",AAPL,call
AAPL200925C00470000,2020-08-28 3:57PM EDT,470.0,43.85,43.05,43.9,-2.87,-6.14%,128,305,"2,642.09%",AAPL,call
AAPL200925C00475000,2020-08-28 3:59PM EDT,475.0,40.46,39.85,40.7,-2.35,-5.49%,17,388,"2,545.85%",AAPL,call
AAPL200925C00480000,2020-08-28 3:59PM EDT,480.0,37.4,37.0,37.65,-3.05,-7.54%,62,558,"2,458.50%",AAPL,call
AAPL200925C00485000,2020-08-28 3:45PM EDT,485.0,38.0,34.0,34.7,-1.15,-2.94%,41,337,"2,370.85%",AAPL,call
AAPL200925C00490000,2020-08-28 3:54PM EDT,490.0,32.0,31.3,32.0,-3.1,-8.83%,83,461,"2,291.94%",AAPL,call
AAPL200925C00495000,2020-08-28 3:59PM EDT,495.0,29.3,28.8,29.45,-3.45,-10.53%,177,15159,"2,218.21%",AAPL,call
AAPL200925C00500000,2020-08-28 3:59PM EDT,500.0,26.7,26.45,27.05,-3.6,-11.88%,1058,10116,"2,148.63%",AAPL,call
AAPL200925C00505000,2020-08-28 3:59PM EDT,505.0,24.8,24.4,24.8,-3.1,-11.11%,1214,24982,"2,085.45%",AAPL,call
AAPL200925C00510000,2020-08-28 3:56PM EDT,510.0,22.5,22.3,22.7,-3.25,-12.62%,591,0,"2,022.85%",AAPL,call
AAPL200925C00515000,2020-08-28 3:56PM EDT,515.0,20.35,20.5,20.8,-3.5,-14.68%,323,0,"1,967.24%",AAPL,call
AAPL200925C00520000,2020-08-28 3:58PM EDT,520.0,18.85,18.5,19.05,-3.15,-14.32%,361,829,"1,909.42%",AAPL,call
AAPL200925C00525000,2020-08-28 3:53PM EDT,525.0,18.1,16.9,17.4,-3.1,-14.62%,112,513,"1,858.64%",AAPL,call
